# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 22:52:57.089
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.020896,-0.0989,0.3701,0.1272,0.40
0.038909,-0.4465,0.3384,0.1004,0.57
0.049047,0.1089,-0.2811,-0.0606,0.31
0.065593,0.0635,-0.1662,1.1242,1.14
0.075815,0.0078,-0.3593,1.2594,1.31
0.079146,-0.3128,-0.6640,0.6472,0.98
0.092263,-0.3303,-1.0838,-0.4609,1.22
0.108882,-0.4147,-0.3212,-0.6287,0.82
0.108993,-0.1310,0.5216,0.6886,0.87
0.124303,0.3326,0.4272,1.3152,1.42
0.128494,-0.0384,0.3250,2.7569,2.78
0.140188,-0.6146,0.6480,1.9216,2.12
0.158446,-0.4867,-0.0367,0.3855,0.62
0.158538,-0.4309,-0.2997,-0.6757,0.86
0.173945,-0.4593,0.0971,-1.7095,1.77
0.179021,-0.4728,0.2925,-1.7825,1.87
0.188669,-0.2702,0.3195,-2.0276,2.07
0.198724,-0.1366,0.1535,-3.7281,3.73
0.210300,0.1176,0.3234,-0.3361,0.48
0.224165,-0.1031,0.6398,0.8708,1.09
0.229359,0.0105,0.5908,0.7645,0.97
0.240544,-0.1072,0.6113,0.6930,0.93
0.257010,-0.7320,0.6859,0.3135,1.05
0.259046,-0.5423,-0.0715,-0.9104,1.06
0.277020,-0.2482,-0.0350,-0.2117,0.33
0.278794,-0.0818,0.7275,1.8193,1.96
0.291158,-0.2932,1.2745,5.4900,5.64
0.309946,-1.4485,2.0712,4.7513,5.38
0.310065,-2.1274,1.9100,1.7380,3.35
0.326167,-2.0909,1.2478,-0.5843,2.50
0.329202,-1.3290,1.0933,0.2694,1.74
0.344366,-0.8618,1.1494,1.0059,1.75
0.360443,-0.3329,1.3212,2.8246,3.14
0.360572,0.3161,1.2637,4.5012,4.69
0.374989,0.0896,1.3751,4.7140,4.91
0.379530,-0.2850,1.2143,4.7217,4.88
0.390988,-1.4678,1.5754,3.4421,4.06
0.407293,-2.8841,2.1544,1.2210,3.80
0.408833,-4.0834,2.6036,-0.9401,4.93
0.427208,-4.8274,2.6580,-2.4449,6.03
0.429192,-4.8878,2.1639,-3.3538,6.31
0.439476,-4.4309,1.4102,-3.7327,5.96
0.461667,-4.6212,1.2776,-2.8442,5.57
0.475932,-6.0151,1.2871,-0.0407,6.15
0.489234,-5.1620,1.3937,-0.8036,5.41
0.509603,-4.0210,1.0787,-1.4413,4.41
0.509808,-2.7435,0.6478,-1.7167,3.30
0.526265,-1.6369,0.5288,-2.9040,3.38
0.529773,-1.0202,0.8987,-4.7916,4.98
0.539470,0.6307,0.4252,-5.5675,5.62
0.560800,3.8443,-0.4863,-6.3328,7.42
0.560934,6.5938,-1.2331,-8.0541,10.48
0.573620,7.3868,-1.5980,-8.2608,11.20
0.579577,6.8010,-0.9781,-6.1298,9.21
0.590942,5.4717,-0.0271,-2.2776,5.93
0.606226,3.9432,0.7539,0.5955,4.06
0.609992,2.8974,0.6532,1.1224,3.18
0.627092,2.5679,-0.1675,-0.1016,2.58
0.629757,2.0529,-0.9598,-0.9431,2.45
0.644370,1.6804,-1.6405,-1.4653,2.77
0.660770,1.3584,-2.3981,-2.0796,3.45
0.660866,2.1085,-3.0547,-2.2717,4.35
0.677921,2.9152,-2.3974,-1.4662,4.05
0.679731,3.3730,-1.7402,0.7232,3.86
0.693958,2.3419,-1.7903,2.1662,3.66
0.707442,1.5010,-2.2240,2.6810,3.79
0.709886,1.8710,-2.5643,3.0005,4.37
0.726255,2.3898,-2.0846,0.5642,3.22
0.730290,2.5369,-1.0173,-2.9372,4.01
0.742560,2.3717,-0.5409,-3.8516,4.56
0.756474,2.5801,-0.6197,-2.6339,3.74
0.760140,3.0042,-0.7201,-1.2603,3.34
0.771312,3.2314,-0.6029,-0.5901,3.34
0.779932,2.6180,-0.8715,-0.2315,2.77
0.790321,1.2240,-2.0860,1.4021,2.80
0.804471,0.7282,-3.1045,2.0353,3.78
0.810364,0.0502,-3.2948,1.6164,3.67
0.824151,-2.0257,-2.8683,1.1848,3.71
0.830585,-4.9295,-1.4896,1.0380,5.25
0.839918,-7.1207,0.1518,1.3046,7.24
0.858923,-9.2103,1.3751,0.6586,9.34
0.860151,-9.7636,1.3332,-0.4401,9.86
0.877253,-8.4330,0.8624,-1.7058,8.65
0.880545,-6.2931,0.7198,-2.9656,6.99
0.890365,-4.7868,1.3811,-3.2995,5.98
0.909318,-5.0303,3.2776,-1.9169,6.30
0.909978,-4.9620,3.3999,-0.8135,6.07
0.923623,-4.6550,2.4102,-0.5830,5.27
0.930850,-2.8987,-0.8254,-2.2073,3.74
0.941593,-1.4109,-2.4538,-2.5334,3.80
0.958043,-0.9500,-1.7941,-0.7768,2.17
0.960142,-2.2460,0.1014,1.8967,2.94
0.975093,-4.1252,1.5095,2.6304,5.12
0.981190,-5.6254,2.5373,1.9333,6.47
0.990702,-6.2592,3.4902,1.6417,7.35
1.008843,-6.2441,4.8495,1.5009,8.05
1.010912,-4.6500,4.5292,0.6617,6.52
1.023330,-3.2736,3.0942,-0.6779,4.56
1.031276,-2.7123,1.6852,-1.8531,3.69
1.042866,-2.5949,1.2905,-1.9224,3.48
1.056213,-1.1733,1.6444,-1.7865,2.70
1.060310,-0.5893,2.0162,-2.9073,3.59
1.075681,0.1789,2.5860,-5.3896,5.98
1.081260,0.6630,2.8679,-5.9301,6.62
1.090971,2.0902,1.5518,-5.0167,5.65
1.109118,3.6822,-0.4133,-4.3875,5.74
1.110719,4.5007,-2.1770,-3.4845,6.09
1.127032,5.0651,-1.5526,-2.9346,6.06
1.132691,4.3197,1.0339,-2.8162,5.26
1.140700,2.6933,1.5761,-3.1010,4.40
1.153044,1.8422,0.2309,-3.8838,4.30
1.160524,1.2908,-1.2560,-4.4381,4.79
1.174496,0.4269,-1.4982,-3.8354,4.14
1.180805,0.3629,-0.7062,-3.0075,3.11
1.191067,1.2027,-0.9949,-2.1012,2.62
1.203217,3.2434,-2.0173,-2.0712,4.34
1.210590,5.0205,-2.4815,-2.0079,5.95
1.224422,4.8631,-1.7811,-1.3437,5.35
1.231638,5.0138,-4.1486,0.2847,6.51
1.242780,6.6169,-6.0842,0.5836,9.01
1.256898,6.0945,-5.0749,1.4606,8.06
1.260905,4.5240,-2.8259,1.8547,5.65
1.273064,3.8163,-1.8190,1.3971,4.45
1.293566,2.7671,-1.5171,1.8738,3.67
1.306496,-1.0646,-0.3768,3.5755,3.75
1.331448,-3.6976,1.3242,2.2547,4.53
1.331613,-3.9015,1.1467,2.2574,4.65
1.344982,-3.4688,0.0351,2.5949,4.33
1.358332,-3.0760,-0.5642,2.5681,4.05
1.361162,-3.5328,-0.5313,2.5194,4.37
1.375597,-5.1136,0.7186,3.1494,6.05
1.381905,-6.3617,1.6156,2.5288,7.03
1.392093,-6.3633,1.8329,1.0208,6.70
1.402496,-5.0765,1.4675,-1.4453,5.48
1.411202,-3.5481,0.7826,-3.7731,5.24
1.421739,-2.1428,0.2116,-4.4820,4.97
1.440736,-1.4994,-0.0410,-4.1623,4.42
1.441228,-1.4717,-0.3190,-3.0686,3.42
1.453762,-1.9875,0.2049,-1.4748,2.48
1.461214,-2.1886,0.7643,-0.0462,2.32
1.471301,-1.3965,0.6299,1.1502,1.92
1.490463,-0.8496,0.3781,1.9939,2.20
1.491365,-0.3497,0.1779,2.6347,2.66
1.508101,0.2016,0.1209,2.9155,2.93
1.511519,0.7250,0.2127,2.7843,2.88
1.524929,0.7458,0.2330,2.3442,2.47
1.539695,0.3035,-0.2379,1.8070,1.85
1.541603,-0.1181,-0.4699,1.1445,1.24
1.558057,-0.3465,-0.5229,0.7400,0.97
1.562295,-0.4315,-0.5903,0.2397,0.77
1.572288,-0.5412,-0.4847,-0.2175,0.76
1.590274,-0.3811,-0.6606,-0.6991,1.03
1.592398,-0.1381,-0.6222,-0.9549,1.15
1.604837,-0.1025,0.0823,-1.1005,1.11
1.612137,-0.1273,0.9040,-1.0887,1.42
1.624817,0.0243,1.6666,-0.9703,1.93
1.641241,0.6439,1.8629,-1.0151,2.22
1.641967,1.6068,1.4416,-1.0617,2.41
1.659362,2.3894,0.8365,-1.0828,2.75
1.661752,2.4357,0.5010,-1.4149,2.86
1.671872,1.8384,0.5703,-1.7962,2.63
1.688840,1.0852,0.7198,-1.9758,2.37
1.692290,0.6388,0.8555,-1.8043,2.10
1.704650,0.5500,1.0019,-1.6466,2.00
1.711810,0.6978,1.1064,-1.7551,2.19
1.722759,0.9239,1.2652,-2.2250,2.72
