# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 22:48:44.375
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.008458,-0.3981,-0.0332,0.0083,0.40
0.019847,0.1128,-0.1405,0.0082,0.18
0.030031,0.1678,-0.1375,0.0913,0.24
0.047248,0.0844,0.2058,0.0183,0.22
0.062382,0.0600,0.2341,-0.0028,0.24
0.066296,0.1428,0.1564,-0.0267,0.21
0.079845,0.2051,0.0261,-0.1880,0.28
0.086483,0.1710,-0.0697,-0.2228,0.29
0.096536,0.0766,-0.1277,-0.2247,0.27
0.111991,-0.0687,-0.1062,-0.1563,0.20
0.117181,-0.1807,-0.0607,-0.0423,0.20
0.131816,-0.2427,-0.0314,-0.0104,0.24
0.137104,-0.2410,0.0170,0.0067,0.24
0.153411,-0.2047,0.0276,-0.0238,0.21
0.168501,-0.1366,0.0267,-0.0020,0.14
0.182740,-0.0127,-0.0031,-0.0412,0.04
0.199836,0.0470,-0.0086,-0.0552,0.07
0.212449,0.0769,0.0008,-0.0373,0.09
0.218061,0.0925,0.0060,-0.0200,0.09
0.229258,0.0897,0.0141,0.0040,0.09
0.237143,0.0429,0.0077,0.0606,0.07
0.255428,0.0134,0.0077,0.1141,0.12
0.268570,-0.0363,0.0108,0.2591,0.26
0.268705,-0.0862,-0.0083,0.3957,0.41
0.286644,-0.0975,-0.0285,0.3828,0.40
0.287229,-0.1100,-0.0805,0.2934,0.32
0.300390,-0.1185,-0.1063,0.1522,0.22
0.318528,-0.1368,-0.1066,0.0089,0.17
0.318656,-0.1623,-0.0464,-0.0664,0.18
0.332980,-0.1872,0.0180,-0.1059,0.22
0.337577,-0.1677,0.0350,-0.1551,0.23
0.347482,-0.0936,-0.0089,-0.2304,0.25
0.365360,-0.0244,-0.0498,-0.2723,0.28
0.367088,0.0095,-0.0342,-0.2315,0.23
0.384370,0.0083,-0.0226,-0.1728,0.17
0.388152,-0.0106,-0.0175,-0.1432,0.14
0.397214,0.0026,-0.0159,-0.2133,0.21
0.415286,0.0321,0.0138,-0.2637,0.27
0.416919,0.0436,0.0670,-0.2998,0.31
0.430601,0.0389,0.1037,-0.1405,0.18
0.438269,0.0551,0.1179,0.1550,0.20
0.451123,0.1340,0.0792,0.3043,0.34
0.468124,0.2031,-0.0033,0.4002,0.45
0.468273,0.2082,-0.0880,0.4437,0.50
0.483072,0.1668,-0.0972,0.4314,0.47
0.488450,0.0979,-0.0419,0.3542,0.37
0.499253,0.0383,0.0463,0.2082,0.22
0.516262,0.0094,0.0910,-0.0155,0.09
0.517274,0.0345,0.0900,-0.1700,0.20
0.527949,0.0567,0.0610,-0.2213,0.24
0.537823,0.0510,0.0298,-0.2252,0.23
0.551208,0.0273,-0.0036,-0.1849,0.19
0.560582,0.0101,-0.0236,-0.1503,0.15
0.567438,-0.0070,-0.0543,-0.1355,0.15
0.580419,-0.0265,-0.0459,-0.1095,0.12
0.588529,-0.0377,-0.0270,-0.0891,0.10
0.597359,-0.0229,-0.0026,-0.0527,0.06
0.614397,-0.0072,0.0270,-0.0053,0.03
0.617573,0.0300,0.0512,0.0745,0.10
0.638165,0.0540,0.0598,0.1368,0.16
0.638344,0.0686,0.0333,0.1773,0.19
0.648565,0.0725,-0.0234,0.1776,0.19
0.668671,0.0442,-0.0482,0.1666,0.18
0.681807,-0.0978,-0.0591,0.0922,0.15
0.696766,-0.1221,-0.0587,0.0294,0.14
0.714460,-0.0858,-0.0161,-0.0157,0.09
0.717892,-0.0508,0.0192,-0.0743,0.09
0.730352,-0.0213,0.0285,-0.0731,0.08
0.738916,-0.0026,0.0125,-0.0580,0.06
0.748341,0.0057,-0.0191,-0.0644,0.07
0.765576,0.0092,-0.0358,-0.0778,0.09
0.768406,0.0086,-0.0377,-0.0817,0.09
0.779772,0.0151,-0.0108,-0.0316,0.04
0.788497,0.0308,-0.0007,0.0013,0.03
0.798419,0.0411,-0.0100,0.0502,0.07
0.813787,0.0610,0.0037,0.0349,0.07
0.818086,0.0767,0.0141,0.0293,0.08
0.833656,0.0696,0.0196,0.0238,0.08
0.845347,0.0636,0.0302,-0.0290,0.08
0.848845,0.0446,0.0202,-0.0599,0.08
0.868883,0.0312,0.0161,-0.0576,0.07
0.879457,-0.0097,-0.0195,0.0472,0.05
0.898089,-0.0037,-0.0616,0.0574,0.08
0.912306,-0.0039,-0.0768,0.0361,0.08
0.918892,-0.0202,-0.0376,0.0047,0.04
0.929733,-0.0254,0.0084,-0.0074,0.03
0.949203,-0.0147,0.0475,-0.0219,0.05
0.962557,0.0063,0.0296,-0.0152,0.03
0.981055,-0.0330,-0.0273,0.0448,0.06
0.996785,-0.0391,-0.0494,0.0697,0.09
0.998830,-0.0260,-0.0649,0.0378,0.08
1.014793,-0.0059,-0.0526,0.0302,0.06
1.018509,0.0068,-0.0382,0.0062,0.04
1.031091,-0.0002,-0.0097,0.0180,0.02
1.038672,-0.0001,0.0230,0.0272,0.04
1.049036,0.0146,0.0389,0.0127,0.04
1.066839,0.0299,0.0123,0.0006,0.03
1.073730,0.0334,0.0100,-0.0067,0.04
1.081688,0.0321,-0.0016,-0.0350,0.05
