# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 23:03:14.951
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.008050,-0.1008,1.0252,0.3072,1.08
0.019186,-0.0297,0.9595,0.1549,0.97
0.021000,0.0983,0.1135,-0.0843,0.17
0.033401,0.2749,-0.5261,-0.1897,0.62
0.047446,0.3345,-0.6936,-0.4377,0.89
0.051463,0.1724,-0.3080,-0.6183,0.71
0.066325,0.1216,-0.0083,-0.4316,0.45
0.071087,0.3147,-0.0160,-0.1494,0.35
0.082233,0.4865,-0.2548,-0.0860,0.56
0.096858,0.4445,-0.5977,0.1059,0.75
0.101390,0.2869,-0.7519,0.1159,0.81
0.111360,0.1541,-0.5944,0.3399,0.70
0.121559,0.1817,0.0117,0.9893,1.01
0.141891,0.2568,0.5851,0.5517,0.84
0.141995,0.1997,0.6801,0.1062,0.72
0.156723,-0.1279,1.2597,0.8571,1.53
0.162260,-0.1348,0.6996,0.4304,0.83
0.171474,-0.0493,-0.4639,0.4809,0.67
0.181710,0.7098,-1.5785,0.1782,1.74
0.199009,0.6834,-2.2181,0.4203,2.36
0.201463,-0.0410,-1.5598,0.5924,1.67
0.214168,-0.3070,0.6161,1.4873,1.64
0.221470,-0.2238,1.9467,2.4241,3.12
0.231803,-0.4199,2.0304,2.4601,3.22
0.249429,-0.7992,1.8945,2.2801,3.07
0.252054,-0.7153,1.2429,1.5935,2.14
0.267460,-0.6754,0.5088,0.7116,1.11
0.271956,-1.0424,0.1948,-0.3224,1.11
0.283730,-1.3942,0.1062,0.1239,1.40
0.300095,-1.4666,0.4842,-5.4570,5.67
0.301998,-1.1960,0.6754,-9.6939,9.79
0.315493,1.9043,-0.2775,-12.0609,12.21
0.321749,0.9989,-1.5976,-1.0330,2.15
0.331899,-0.6574,-1.8952,2.8385,3.48
0.349181,-1.2699,-0.9438,2.9721,3.37
0.351789,-0.7194,-0.5355,3.8049,3.91
0.363293,-0.4584,0.1076,3.6435,3.67
0.371581,-0.2192,1.8071,2.1257,2.80
0.383379,0.0229,2.9345,2.2538,3.70
0.401093,-0.0279,1.4453,-0.0757,1.45
0.401830,-0.3796,0.7192,0.4324,0.92
0.416881,-0.6067,0.1995,2.9559,3.02
0.422032,-1.2518,0.9624,4.4905,4.76
0.434423,-0.8794,1.2568,8.4850,8.62
0.449765,-2.6194,2.9641,4.7868,6.21
0.451975,-2.0564,2.1858,-0.4821,3.04
0.463839,0.6062,-0.3711,-1.7768,1.91
0.472140,1.0024,-1.4765,-3.2867,3.74
0.484927,-0.4642,-1.4983,-4.8260,5.07
0.500339,-1.2563,-1.1086,-4.8389,5.12
0.502163,-1.0327,-0.4837,-2.7654,2.99
0.514566,0.0950,-0.7589,-0.6545,1.01
0.522022,0.9222,-0.5676,0.2043,1.10
0.532632,0.5968,-0.1300,0.4128,0.74
0.554759,0.1415,0.5108,0.5018,0.73
0.565059,-0.7371,1.9517,1.4069,2.52
0.582452,-3.3081,3.6133,1.8919,5.25
0.603349,-3.6356,2.5072,0.5941,4.46
0.603513,-3.4928,1.0977,0.1648,3.66
0.620273,-3.8704,-0.4357,-1.0019,4.02
0.633801,-5.0327,0.0536,-1.5153,5.26
0.633930,-5.5026,1.6961,-3.2155,6.60
0.645431,-4.0738,2.6386,-3.5882,6.04
0.652484,-2.0915,2.2655,-1.9405,3.64
0.662427,-0.3215,1.8668,-0.6717,2.01
0.677883,0.6076,2.3380,-0.5265,2.47
0.682254,0.5845,2.4412,-0.1453,2.51
0.697994,1.5170,0.9002,0.1034,1.77
0.702266,2.5627,-0.6114,0.5530,2.69
0.712989,3.0251,-1.0399,0.7601,3.29
0.723204,2.8519,-0.8754,0.8438,3.10
0.735273,2.4767,-0.3568,0.2805,2.52
0.747377,2.3631,-0.1123,0.3805,2.40
0.753292,1.9722,-0.1433,0.2855,2.00
0.767688,1.6461,-0.0263,0.1854,1.66
0.773894,1.5672,0.3778,1.2177,2.02
0.782794,1.3626,0.3199,0.3574,1.44
0.796890,1.1671,-0.4548,-0.8016,1.49
0.802731,0.9167,-1.2135,-2.3407,2.79
0.815179,1.1693,-2.1822,-4.6721,5.29
0.823725,1.8483,-3.3487,-8.3048,9.14
0.837179,2.1522,-3.3705,-11.2355,11.93
0.848909,1.9814,-2.4177,-9.0849,9.61
0.853325,2.1288,-1.8969,-4.4564,5.29
0.863878,2.3321,-1.4368,-0.6152,2.81
0.884680,2.2639,-1.0644,1.6054,2.97
0.884807,2.0609,-1.0041,2.7903,3.61
0.901043,1.7664,-1.0668,2.9593,3.61
0.903902,1.2328,-1.1196,2.2451,2.80
0.916387,0.5952,-1.0082,1.5612,1.95
0.934011,0.0064,-0.8065,0.9090,1.22
0.934122,-0.0513,-0.6548,-0.2833,0.72
0.946241,0.4599,0.3927,-1.8225,1.92
0.953732,1.2651,0.1857,-4.5429,4.72
0.966297,1.7324,-0.0690,-7.5261,7.72
0.984025,2.1000,0.0728,-9.1130,9.35
0.984199,3.3049,-1.0562,-8.3697,9.06
1.000283,4.2288,-2.2437,-7.5935,8.98
1.003367,5.1979,-3.4543,-7.2538,9.57
1.016764,6.1225,-5.1787,-7.2390,10.80
1.036920,5.8069,-6.6668,-7.1709,11.38
1.052114,6.1822,-11.9139,-5.4942,14.50
1.064452,3.9715,-13.1706,3.1554,14.11
1.080510,0.8220,-9.8223,8.4458,12.98
1.084038,-1.6949,-5.7656,11.6974,13.15
1.099906,-2.1430,-3.2267,12.4968,13.08
1.104212,-1.5322,-1.9600,11.2004,11.47
1.116668,-0.9803,-1.1191,8.1953,8.33
1.130072,-0.4429,-0.3854,4.4156,4.45
1.133801,0.3960,0.1404,0.4068,0.58
1.150336,1.5787,0.1280,-3.2802,3.64
1.153887,3.2431,0.0350,-6.2988,7.08
1.167361,2.3059,0.2405,-4.4994,5.06
1.178740,-1.0023,0.5379,-0.4331,1.22
1.184034,-3.5092,0.4108,3.4650,4.95
1.194566,-4.6738,-0.1144,6.4166,7.94
1.204305,-4.5753,-1.3266,3.5982,5.97
1.213715,-3.8539,-1.7913,0.7570,4.32
1.227779,-3.5463,-1.6217,0.5802,3.94
1.233871,-4.1839,-1.0144,1.3865,4.52
1.246104,-5.2578,-0.0678,2.1925,5.70
1.253670,-6.1790,0.9293,2.7404,6.82
1.264393,-6.5860,1.7275,2.8817,7.39
1.283671,-6.6599,2.0710,2.7025,7.48
1.284125,-6.7242,2.2446,2.2673,7.44
1.293961,-6.7850,2.3429,1.8583,7.41
1.304648,-6.8745,2.5377,1.5608,7.49
1.318633,-6.8741,2.8575,1.5767,7.61
1.329240,-6.6443,3.1302,1.7963,7.56
1.334542,-5.9700,3.2542,1.8529,7.05
1.347853,-4.9227,3.1746,1.7148,6.10
1.354024,-3.9077,3.0980,1.7196,5.27
1.363917,-2.8653,2.9302,2.2240,4.66
1.382185,-1.8876,2.7444,2.5657,4.20
1.384164,-1.0486,2.6445,2.6204,3.87
1.401020,-0.4957,2.6223,2.1765,3.44
1.404251,-0.1990,2.6535,1.2680,2.95
1.415159,-0.0686,2.6214,0.7517,2.73
1.436056,-0.0904,2.4781,1.4684,2.88
1.436211,-0.2401,2.0804,2.5081,3.27
1.446733,-0.3323,1.6551,2.0368,2.65
1.454484,-0.6728,1.6713,0.2438,1.82
1.464510,-1.4217,2.1913,-2.1717,3.40
1.484466,-2.1534,2.5204,-5.0016,6.00
1.484619,-2.6327,1.9028,-6.0163,6.84
1.500201,-2.2308,0.3182,-5.0144,5.50
1.505112,-0.2105,-1.5811,-3.4628,3.81
1.515223,0.3809,-3.5159,1.8010,3.97
1.536082,-1.0529,-5.1909,9.3149,10.72
1.536258,-1.8869,-5.7230,10.4485,12.06
1.550336,-1.3169,-5.8715,6.1113,8.58
1.555011,0.4665,-4.7439,-0.9869,4.87
1.564973,2.3900,-3.1734,-3.0084,4.98
1.580327,2.7955,-1.4375,0.1835,3.15
1.584512,2.4929,-0.1103,0.7749,2.61
1.599957,2.2185,0.5429,-0.2854,2.30
1.605338,2.0141,-0.3102,-0.8433,2.21
1.616006,0.8170,-1.6500,0.3191,1.87
1.632573,-0.4223,-2.0446,0.8535,2.26
1.634274,-1.1832,-1.9223,0.0300,2.26
1.645982,-1.5329,-1.7525,-0.5744,2.40
1.662833,-1.5955,-1.5397,-0.6063,2.30
1.665373,-1.6022,-1.3218,-0.5752,2.16
1.682146,-1.5019,-1.2624,-0.6237,2.06
1.684854,-1.3440,-1.1849,-0.5301,1.87
1.696170,-1.2065,-0.9453,-0.1363,1.54
1.714774,-1.1995,-0.5930,0.4050,1.40
1.715441,-1.1020,-0.1683,0.8092,1.38
1.734136,-0.9481,0.3427,0.7185,1.24
1.735302,-1.0182,1.0406,0.3610,1.50
1.746854,-1.0646,1.6361,0.0137,1.95
1.760991,-0.9670,2.0355,-0.2899,2.27
1.765088,-0.7957,2.2096,-0.5232,2.41
1.782087,-0.5643,2.2533,-0.5945,2.40
1.785233,-0.2845,2.2833,-0.5822,2.37
1.796846,-0.0194,2.3542,-0.5423,2.42
1.805709,0.2120,2.3750,-0.5878,2.46
1.817533,0.4525,2.2742,-0.5677,2.39
1.828512,0.6321,2.0909,-0.5287,2.25
1.835521,0.5280,1.7618,-0.6569,1.95
1.846636,0.3719,1.3077,-0.7514,1.55
1.869008,0.7121,0.7790,-0.7529,1.30
1.885932,1.0500,-0.7519,0.2704,1.32
1.900044,1.1562,-1.0990,0.7284,1.75
1.914647,1.1465,-1.1980,0.3660,1.70
1.915576,1.0335,-1.0199,0.0191,1.45
1.927437,0.9269,-0.7530,-0.2419,1.22
1.935299,0.9501,-0.5851,-0.3969,1.18
