# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 22:43:12.815
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009958,-0.1060,-0.2079,0.2972,0.38
0.018471,-0.1337,-0.1558,0.8155,0.84
0.030974,-0.1096,-0.0818,0.9228,0.93
0.033409,-0.0910,0.0611,0.8010,0.81
0.046686,-0.0283,0.1811,0.4150,0.45
0.053590,0.1896,0.1429,-0.0086,0.24
0.062927,0.4751,0.0341,-0.2628,0.54
0.080478,0.6199,-0.0434,-0.4008,0.74
0.083392,0.6445,-0.0559,-0.4649,0.80
0.099790,0.5694,-0.0748,-0.4305,0.72
0.102725,0.4480,-0.1240,-0.3461,0.58
0.114460,0.3003,-0.0971,-0.3018,0.44
0.125093,0.1502,-0.0711,-0.2516,0.30
0.134271,0.1017,-0.0846,-0.1527,0.20
0.143536,0.1410,-0.1235,-0.0764,0.20
0.153331,0.2593,-0.1697,-0.0619,0.32
0.163000,0.3817,-0.1959,0.0026,0.43
0.187014,0.4899,-0.1940,0.0529,0.53
0.187172,0.6013,-0.1885,0.0160,0.63
0.197201,0.7136,-0.2469,0.0278,0.76
0.202979,0.7971,-0.4042,-0.0017,0.89
0.216363,0.8953,-0.6171,-0.2041,1.11
0.233315,0.9294,-0.7777,-0.4036,1.28
0.233805,0.8990,-0.8998,-0.1766,1.28
0.247049,0.8599,-1.0062,0.4730,1.41
0.254103,0.7808,-1.0351,0.8616,1.56
0.267785,0.5931,-1.0824,0.9313,1.55
0.282795,0.4320,-1.0902,0.9186,1.49
0.283285,0.2994,-1.0401,0.3081,1.13
0.300541,0.2526,-0.8916,-0.4211,1.02
0.303588,0.4582,-0.7102,-1.0523,1.35
0.316610,0.8434,-0.5608,-1.4834,1.80
0.332066,1.2382,-0.4959,-1.6378,2.11
0.334269,1.2832,-0.5004,-2.5873,2.93
0.350475,0.7529,-1.1201,-2.9948,3.28
0.353869,-0.3134,-1.6199,-2.0964,2.67
0.366388,-0.0404,-1.0424,-1.6100,1.92
0.382339,0.7179,-0.5343,-0.9691,1.32
0.383519,1.1467,-1.0825,-1.0675,1.90
0.404530,1.0293,-1.3953,-0.7431,1.89
0.404660,0.5993,-0.6344,0.7039,1.12
0.415997,0.3568,0.3098,1.6039,1.67
0.432889,0.2585,0.2313,1.8680,1.90
0.433777,0.2211,-0.5020,1.5315,1.63
0.449687,-0.1227,-1.0937,0.4882,1.20
0.455996,-0.3501,-1.3338,0.0010,1.38
0.467000,-0.8877,-1.2536,0.3917,1.59
0.482799,-1.7847,-0.5109,0.3385,1.89
0.483877,-2.4928,1.1940,-0.6655,2.84
0.496625,-2.3748,2.3887,-1.1734,3.57
0.504336,-1.4872,2.3134,-1.0101,2.93
0.516931,-0.7044,1.6085,-0.0755,1.76
0.532817,-0.9311,1.7179,1.8957,2.72
0.533886,-1.1005,1.4288,3.6675,4.09
0.548278,-1.1726,0.5525,4.5425,4.72
0.554068,-1.0694,-0.2593,4.4914,4.62
0.565045,-1.0869,-0.9130,3.7451,4.01
0.581286,-1.4875,-1.2200,2.5352,3.18
0.584039,-1.9598,-0.9782,-1.2842,2.54
0.597509,-2.6068,0.3498,-3.5022,4.38
0.604704,-2.6292,-1.0725,-4.2339,5.10
0.614229,-2.1229,-2.2545,-5.8742,6.64
0.632596,-1.5567,-2.2817,-6.4556,7.02
0.634052,-1.0815,-1.5123,-6.3156,6.58
0.645335,-0.6721,0.0443,-4.3043,4.36
0.654583,-0.0113,1.0717,-1.4639,1.81
0.665186,0.7357,0.8493,1.0881,1.56
0.679555,1.2377,0.1962,3.3340,3.56
0.684666,1.6266,-0.1035,4.7966,5.07
0.697838,1.3213,-0.1135,4.5955,4.78
0.705190,0.2972,0.2751,2.6739,2.70
0.715092,-0.9208,0.4896,-0.2715,1.08
0.733762,-2.1874,0.2091,-3.4920,4.13
0.734285,-2.9793,-0.2469,-6.2951,6.97
0.746502,-2.7807,-0.4402,-8.3658,8.83
0.755983,-1.5286,-0.1976,-8.7394,8.87
0.768447,0.2742,0.0423,-7.4851,7.49
0.778495,1.8395,-0.0770,-5.3113,5.62
0.785230,2.7529,-0.3535,-2.9563,4.05
0.801318,2.8207,-0.7527,-0.8554,3.04
0.804932,2.2246,-1.5183,1.2293,2.96
0.817347,0.9548,-2.2073,4.0205,4.68
0.828634,-1.1803,-2.0903,2.9262,3.78
0.835421,-3.2445,-1.7945,1.3453,3.94
0.847901,-4.6954,-2.1117,-0.4134,5.16
0.867528,-5.4058,-2.0189,-2.8112,6.42
0.867833,-5.1420,-1.3634,-6.3134,8.26
0.882316,-3.7372,-0.6260,-8.1325,8.97
0.884584,-1.6466,-0.1937,-8.1914,8.36
0.897627,-0.3625,-0.5175,-7.1621,7.19
0.904948,-0.6197,-1.3904,-5.5120,5.72
0.915734,-2.0048,-1.5268,-2.9324,3.87
0.931317,-3.2845,-0.9385,-0.5153,3.45
0.935263,-6.3328,1.1238,8.5578,10.71
