# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 22:59:02.176
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004791,-0.0372,-0.6700,0.1051,0.68
0.013937,0.0400,0.0103,0.0892,0.10
0.028797,0.0174,0.6754,0.6024,0.91
0.033778,0.1564,0.4540,0.3155,0.57
0.044308,0.1463,0.0595,0.1603,0.23
0.062654,0.0129,-0.1874,-0.0311,0.19
0.064878,-0.1935,0.2832,-0.4389,0.56
0.085408,-0.2076,1.0055,-0.0784,1.03
0.085606,-0.1419,1.5127,0.4770,1.59
0.101477,0.1203,1.4033,1.4881,2.05
0.113363,0.2477,-0.1900,-0.6120,0.69
0.114148,-0.0015,-1.1516,-0.4811,1.25
0.132378,-0.2111,-1.4101,-0.7821,1.63
0.134269,-0.1648,-1.5591,-0.2452,1.59
0.148717,-0.1800,-1.0736,-0.1119,1.09
0.162956,-0.2149,-0.7794,0.3942,0.90
0.164877,-0.0058,-0.4119,0.4771,0.63
0.180694,-0.1270,0.5742,0.7117,0.92
0.183980,-0.8127,3.8462,5.6071,6.85
0.196261,1.6361,2.4839,3.5730,4.65
0.211720,0.3794,2.6573,4.3360,5.10
0.214187,-2.1446,4.3324,4.1357,6.36
0.225795,-2.2824,1.1473,1.9015,3.18
0.234429,1.0475,-3.9156,-2.0804,4.56
0.245109,1.3170,-4.4321,-3.5590,5.83
0.262224,-0.3547,-1.4048,-3.1952,3.51
0.265155,-1.1995,1.1945,-1.9519,2.58
0.283706,-1.3813,2.4344,-1.8017,3.33
0.284791,-1.3340,2.4621,-1.5685,3.21
0.295068,-1.4387,1.9197,-0.9313,2.57
0.307066,-1.8198,1.5120,0.3497,2.39
0.314600,-2.5003,1.4201,1.1627,3.10
0.325968,-3.0090,1.3495,1.4573,3.61
0.334617,-3.3499,1.0988,1.4170,3.80
0.346152,-2.9940,0.9131,1.1038,3.32
0.361522,-1.8321,0.4527,1.1256,2.20
0.364776,-0.3379,-0.3109,1.0227,1.12
0.377593,1.1577,-0.6945,0.3537,1.40
0.385017,2.2443,-0.2365,-0.1460,2.26
0.394696,3.1903,0.7452,-0.5254,3.32
0.414769,3.1741,1.1818,-0.8946,3.50
0.414942,2.0987,1.6634,-1.2157,2.94
0.436656,0.6613,2.2129,-0.7265,2.42
0.455590,-2.6461,2.8085,0.4587,3.89
0.465668,-3.6771,2.9417,0.4689,4.73
0.477208,-4.8007,3.2059,0.2551,5.78
0.485193,-5.2371,3.1334,-1.1055,6.20
0.495969,-4.8381,2.4370,-4.9043,7.31
0.511058,-3.6113,0.0969,-13.6254,14.10
0.515721,-2.5502,-2.4872,-17.7852,18.14
0.525747,-2.7085,-2.2505,-11.1066,11.65
0.535459,-3.4144,-1.3144,-4.2463,5.61
0.546492,-4.0784,-0.1034,0.2004,4.08
0.560405,-4.6965,1.4698,3.3887,5.97
0.565726,-4.6398,1.9420,5.1306,7.18
0.576955,-4.3002,1.7710,5.3868,7.12
0.594843,-3.8447,1.1104,4.0156,5.67
0.595341,-3.1810,0.3523,1.5809,3.57
0.613904,-2.3074,-0.1339,-0.7672,2.44
0.615276,-1.3482,-0.3888,-1.3392,1.94
0.631069,-0.5361,-0.1733,-0.8807,1.05
0.643207,0.0646,0.3656,0.2260,0.43
0.645794,0.4141,0.9889,1.2094,1.62
0.661264,0.7059,1.3453,1.6525,2.24
0.668268,0.8014,1.4990,1.8024,2.48
0.675973,0.6826,1.6488,1.5982,2.40
0.685763,0.6234,1.6773,1.1283,2.12
0.695980,0.6294,1.6607,0.7162,1.91
0.708685,0.7250,1.4548,0.3909,1.67
0.715648,0.5877,1.4221,-0.0956,1.54
0.728201,0.5769,1.3840,-0.8478,1.72
0.741212,0.8049,1.1027,-1.6005,2.10
0.745481,1.6107,0.1628,-2.1906,2.72
0.761306,2.0609,-0.5879,-2.6297,3.39
0.765450,2.2726,-1.0143,-2.5118,3.54
0.775719,2.2039,-0.8826,-1.8842,3.03
0.795965,2.0440,-0.3485,-1.1591,2.38
0.796109,1.7994,0.1867,-0.6878,1.94
0.808718,1.5255,0.7095,-0.5251,1.76
0.816578,1.3638,1.1762,-0.4395,1.85
0.825762,1.3295,1.1704,-0.3825,1.81
0.845871,1.3199,0.6668,-0.4298,1.54
0.846106,1.1817,0.0721,-0.7041,1.38
0.860403,0.9086,-0.4417,-1.5819,1.88
