# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 23:01:14.310
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007196,-0.1839,1.4479,-0.0009,1.46
0.015095,0.5745,-0.0582,0.5274,0.78
0.025612,0.4410,-0.4323,0.1441,0.63
0.035449,-0.0453,-0.1711,-0.5556,0.58
0.045899,-0.1086,-0.2038,0.0117,0.23
0.059817,-0.0858,-0.2969,0.7005,0.77
0.064949,-0.0412,-0.8050,-0.1038,0.81
0.078157,0.1161,-1.3305,-0.4786,1.42
0.096986,0.4648,-0.3934,-0.0996,0.62
0.114941,0.2074,0.4694,-1.2151,1.32
0.134014,-0.1105,0.2853,0.9696,1.02
0.147627,0.1593,0.1903,1.5857,1.60
0.159491,0.2017,0.3256,-0.0173,0.38
0.178001,-0.0070,0.4988,-0.4345,0.66
0.196899,0.1625,-0.0697,-0.8823,0.90
0.197027,0.1385,-0.3971,-0.2981,0.52
0.211648,-0.1479,0.0316,0.3757,0.40
0.215431,-0.0414,0.4031,0.2886,0.50
0.225627,0.2136,0.2986,1.5941,1.64
0.247429,-0.1309,0.5726,1.7898,1.88
0.247554,-0.3334,0.3889,2.2031,2.26
0.259969,-0.4769,0.1502,1.5994,1.68
0.266320,-0.6364,0.0967,1.6843,1.80
0.277509,-0.7965,0.5918,0.6392,1.18
0.293284,-0.6299,1.0408,-0.9998,1.57
0.295751,-1.2228,0.8211,-0.1333,1.48
0.314000,-1.4081,0.7122,-1.2955,2.04
0.315479,-1.1180,0.2916,-1.7668,2.11
0.328415,-0.6791,-0.0157,-1.4278,1.58
0.347499,-0.1864,0.2075,-0.9559,1.00
0.347639,-0.1838,0.4666,0.0021,0.50
0.363139,-0.2863,0.6492,0.2891,0.77
0.366890,-0.6339,1.0251,-0.4856,1.30
0.378906,-0.7619,1.0902,-0.6671,1.49
0.391677,-0.9440,1.2277,-1.7935,2.37
0.397020,-0.8200,1.0916,-1.3611,1.93
0.413806,-0.8641,1.3627,-0.4176,1.67
0.415714,-1.0041,1.4569,0.9443,2.01
0.430663,-1.7510,1.1892,1.9252,2.86
0.448063,-2.6832,0.7093,1.7392,3.28
0.462873,-3.8886,0.6979,2.8247,4.86
0.479420,-3.4932,0.5069,-0.2767,3.54
0.495397,-1.6373,0.0447,-1.1493,2.00
0.496450,0.2431,-0.0137,-0.9744,1.00
0.510165,1.4879,0.2145,0.6818,1.65
0.517547,1.1778,0.8640,2.4787,2.88
0.531260,-0.1802,0.8001,0.8342,1.17
0.542499,-1.7661,0.9834,-0.7192,2.15
0.546463,-2.8520,1.2549,-1.2775,3.37
0.564607,-2.9518,1.2906,-1.1113,3.41
0.566955,-2.3555,1.1649,-0.9506,2.79
0.579530,-1.4499,1.0388,-0.7895,1.95
0.593643,-0.5188,0.9969,-0.7003,1.32
0.596347,0.5676,0.8920,-0.8687,1.37
0.608305,1.6407,0.7805,-0.9597,2.05
0.617973,2.1575,0.9084,-1.4551,2.76
0.630072,2.3420,0.9941,-1.3575,2.88
0.641249,3.0299,0.1855,-1.5841,3.42
0.646711,3.6671,0.1611,-1.5784,4.00
0.660402,3.8699,0.1679,-1.5229,4.16
0.667877,3.4174,-0.0173,-1.4587,3.72
0.680612,2.6987,0.0328,-0.8343,2.82
0.692138,2.0626,0.0368,-0.6765,2.17
0.696837,1.4719,-0.1936,-1.0016,1.79
0.715417,1.7137,-0.6240,-0.9871,2.07
0.716581,1.4711,-0.7361,-1.5053,2.23
0.729305,1.1783,-0.8955,-3.3527,3.66
0.742147,1.0735,-1.4088,-5.6094,5.88
0.748155,1.1063,-2.1274,-6.8498,7.26
0.758181,0.9736,-2.3818,-5.7762,6.32
0.767158,0.5445,-1.6718,-4.8925,5.20
0.776667,0.2801,0.3380,-4.3961,4.42
0.791438,0.7802,2.0536,-3.5622,4.19
0.796400,1.4206,2.4687,-2.6134,3.87
0.814241,1.9534,2.0030,-1.6351,3.24
0.816642,2.2572,1.0220,-1.0518,2.69
0.826704,1.1053,1.4482,-0.5043,1.89
0.843225,-1.0449,2.9261,-0.2048,3.11
0.846707,-1.4355,2.7083,0.5191,3.11
0.862268,-2.1252,2.5799,1.2874,3.58
0.867040,-2.5107,1.6228,2.0263,3.61
0.877274,-1.9863,-1.4116,1.9083,3.10
0.890712,-0.8049,-4.2999,0.5297,4.41
0.897432,1.0408,-5.8371,-0.8227,5.99
0.910135,3.0356,-5.4084,-2.1092,6.55
0.917459,4.1357,-3.7579,-3.8875,6.81
0.927507,3.7057,-2.9368,-4.0527,6.23
0.939036,1.8464,-1.4542,-1.3075,2.69
0.946581,1.0085,0.1687,1.7350,2.01
